accel,gyro,miclevel,Label
"-0.009560644626617432,0.01749979704618454,-0.029755830764770508","1.5278528928756714,0.3240264058113098,-0.20013104379177094","-38.33949661254883,-48.88414001464844",Setting
"0.014808356761932373,0.02135327458381653,-0.07071912288665771","0.9646826982498169,-0.454612135887146,-0.2180519998073578","-38.89677810668945,-46.944210052490234",Setting
"0.03855043649673462,0.02004687488079071,0.01424175500869751","0.5836964845657349,-0.19650283455848694,-0.08021103590726852","-39.45405578613281,-47.57143020629883",Setting
"0.026853203773498535,0.02588176727294922,-0.022297263145446777","0.6724918484687805,-0.2094884067773819,-0.09054835885763168","-40.5686149597168,-48.638431549072266",Setting
"0.03218540549278259,0.031359076499938965,-0.018221616744995117","0.894897997379303,-0.487937331199646,-0.11946922540664673","-41.125892639160156,-48.949039459228516",Setting
"0.019801169633865356,0.013051211833953857,0.007498562335968018","0.8241375684738159,-0.5739782452583313,-0.10496138781309128","-42.24045181274414,-49.88140869140625",Setting
"0.004606455564498901,0.00610177218914032,0.005194425582885742","0.729398787021637,-0.48876821994781494,-0.12407542765140533","-42.7977294921875,-50.62664031982422",Setting
"-0.01680174469947815,0.010835379362106323,-0.01018071174621582","0.602967381477356,-0.4089932441711426,-0.1682061403989792","-43.912288665771484,-51.13052749633789",Setting
"0.006182640790939331,0.01630842685699463,-0.0034431815147399902","0.5712594985961914,-0.41442129015922546,-0.19215434789657593","-44.469566345214844,-51.14754104614258",Setting
"0.022734493017196655,0.008634984493255615,0.0006496310234069824","0.555078387260437,-0.40793275833129883,-0.18068571388721466","-45.0268440246582,-51.4844856262207",Setting
"0.040150195360183716,0.0006277561187744141,0.022052109241485596","0.41330212354660034,-0.3114944100379944,-0.12149519473314285","-46.14140319824219,-52.70869064331055",Setting
"0.04195147752761841,0.005246162414550781,0.03708243370056152","0.15490414202213287,-0.12211861461400986,-0.04439455270767212","-46.69868087768555,-52.954078674316406",Setting
"0.02416810393333435,0.004648029804229736,0.03301513195037842","0.045548081398010254,-0.023771801963448524,-0.011451248079538345","-46.63471221923828,-47.615013122558594",Setting
"0.0001239478588104248,-0.0022807419300079346,0.0019063353538513184","-0.008353766053915024,0.01759188435971737,-0.04995310306549072","-46.63471221923828,-48.45327377319336",Setting
"0.013120979070663452,0.003997504711151123,0.013763904571533203","-0.023089036345481873,0.021776242181658745,-0.06516507267951965","-46.63471221923828,-49.58290481567383",Setting
"0.019773215055465698,0.009422510862350464,0.014599323272705078","-0.06609775871038437,0.03794961795210838,-0.04454687982797623","-46.63471221923828,-50.39500427246094",Setting
"0.00890454649925232,0.01923227310180664,-0.00343930721282959","-0.07163074612617493,0.043371282517910004,-0.030774079263210297","-46.63471221923828,-50.88082504272461",Setting
"0.017159730195999146,0.017827779054641724,-0.011233985424041748","-0.00782033521682024,0.013573706150054932,-0.012511185370385647","-46.63471221923828,-49.59563446044922",Setting
"0.019460737705230713,0.010410159826278687,-0.005905032157897949","0.014496688731014729,0.009329693391919136,-0.0046665784902870655","-46.63471221923828,-50.44390869140625",Setting
"0.01194491982460022,0.012529045343399048,0.012521982192993164","-0.029442541301250458,0.02650708332657814,0.006312036886811256","-46.63471221923828,-51.36366653442383",Setting
"0.00833594799041748,0.010839402675628662,0.010080873966217041","-0.07994513213634491,0.07891330122947693,0.029770223423838615","-46.63471221923828,-48.109764099121094",Setting
"0.006945401430130005,0.00524941086769104,0.0035036206245422363","-0.08609623461961746,0.09691254049539566,0.012452220544219017","-45.90353775024414,-48.78447723388672",Setting
"0.02226567268371582,-0.0005322098731994629,-0.0073081254959106445","-0.04441829398274422,0.05423325300216675,0.00909983366727829","-45.90353775024414,-48.99226760864258",Setting
"0.025747567415237427,0.0013571083545684814,-0.004559814929962158","-0.0040295920334756374,0.02017728053033352,0.021698715165257454","-45.90353775024414,-46.644683837890625",Setting
"0.021212399005889893,0.005004078149795532,0.006043851375579834","-0.010749545879662037,0.02885013073682785,0.04398085176944733","-45.75593948364258,-47.39592742919922",Setting
"0.013322949409484863,-0.0012338757514953613,0.005165398120880127","-0.04498954117298126,0.04171266779303551,0.048722341656684875","-45.75593948364258,-48.047237396240234",Setting
"0.015049070119857788,0.00032442808151245117,0.0019339919090270996","-0.050004005432128906,0.029856272041797638,0.02521834895014763","-44.17601776123047,-44.85835647583008",Setting
"0.01668703556060791,0.0032933056354522705,-0.002249777317047119","-0.03696596994996071,0.023344844579696655,0.009427934885025024","-44.17601776123047,-45.74258041381836",Setting
"0.017113685607910156,0.012799859046936035,9.489059448242188e-05","-0.04456370323896408,0.02234669215977192,0.017871221527457237","-44.17601776123047,-45.22835922241211",Setting
"0.014156609773635864,0.015255749225616455,0.012146055698394775","-0.09759922325611115,0.07174193859100342,0.0690997838973999","-44.17601776123047,-45.7950325012207",Setting
"0.018902093172073364,0.011494636535644531,0.021536827087402344","-0.15988416969776154,0.11779119074344635,0.09456386417150497","-44.17601776123047,-47.6540412902832",Setting
"0.013769268989562988,0.0029826760292053223,0.026744961738586426","-0.304412305355072,0.20763824880123138,0.12169721722602844","-44.17601776123047,-48.041629791259766",Setting
"0.03091716766357422,0.003859996795654297,0.05928003787994385","-0.597000002861023,0.39600735902786255,0.19936245679855347","-44.17601776123047,-48.96943664550781",Setting
"0.036513179540634155,0.003866523504257202,0.07191473245620728","-0.842217743396759,0.5457888841629028,0.24915078282356262","-44.17601776123047,-50.15470886230469",Setting
"0.012402147054672241,0.001610100269317627,0.0352482795715332","-1.293918251991272,0.772250235080719,0.2504269778728485","-44.17601776123047,-50.38630294799805",Setting
"0.007807433605194092,0.009102091193199158,-0.002562999725341797","-1.5331825017929077,0.6943926811218262,0.17151537537574768","-44.17601776123047,-51.79243087768555",Setting
"0.002954155206680298,0.0116615891456604,-0.03187054395675659","-1.5502198934555054,0.5783001780509949,0.16245636343955994","-44.17601776123047,-52.47028350830078",Setting
"-0.0017548948526382446,0.011255644261837006,-0.07852685451507568","-1.0042921304702759,0.4075489640235901,0.07242447882890701","-42.011173248291016,-49.842247009277344",Setting
"0.02596251666545868,0.020370692014694214,-0.03762340545654297","-0.2333088517189026,0.10984058678150177,-0.00052696093916893","-42.011173248291016,-50.49338150024414",Setting
"0.021332204341888428,0.009424328804016113,0.003819704055786133","-0.15250734984874725,0.058757416903972626,0.023483527824282646","-42.011173248291016,-50.60304260253906",Setting
"0.005659610033035278,0.006032086908817291,0.017161965370178223","-0.30634644627571106,0.12398461997509003,0.02820691093802452","-42.011173248291016,-48.807472229003906",Setting
"0.0008491277694702148,0.0025959759950637817,0.013367235660552979","-0.3531307280063629,0.15378433465957642,0.01447352021932602","-42.011173248291016,-49.540401458740234",Setting
"0.01229482889175415,0.011103332042694092,0.004228651523590088","-0.33129599690437317,0.14075401425361633,-0.019308144226670265","-42.011173248291016,-50.45585632324219",Setting
"0.026265308260917664,0.010349564254283905,0.005010664463043213","-0.3108631670475006,0.10764080286026001,-0.03052644431591034","-42.011173248291016,-50.73033142089844",Setting
"0.03182345628738403,0.012872926890850067,0.010191202163696289","-0.3462214171886444,0.09390048682689667,-0.023477589711546898","-42.011173248291016,-47.34794616699219",Setting
"0.02511313557624817,0.008526861667633057,-0.0011826157569885254","-0.40586158633232117,0.0694180503487587,-0.0370224267244339","-42.011173248291016,-48.13114547729492",Setting
"0.015433654189109802,0.02877625823020935,-0.009210288524627686","-0.29455024003982544,-0.02671940065920353,-0.05712716281414032","-42.011173248291016,-48.899085998535156",Setting
"0.012066423892974854,0.022272832691669464,-0.01419287919998169","-0.1647712141275406,-0.07674209028482437,-0.021704988554120064","-42.011173248291016,-47.561771392822266",Setting
"0.01007777452468872,0.00391242653131485,0.0018550753593444824","0.04283391684293747,-0.12149544805288315,0.0244625061750412","-42.011173248291016,-48.07680130004883",Setting
"-0.00228041410446167,-0.0014685913920402527,0.012593746185302734","0.06524228304624557,-0.07833732664585114,-0.047110479325056076","-42.011173248291016,-48.61569595336914",Setting
"0.008823931217193604,-0.0013537853956222534,0.01693439483642578","0.02478966675698757,-0.04851258173584938,-0.055405694991350174","-42.011173248291016,-49.216461181640625",Setting
"0.013712435960769653,-0.00015810132026672363,0.01146012544631958","-0.04259523004293442,0.01341177336871624,-0.0461602658033371","-42.011173248291016,-50.03312301635742",Setting
"0.024852484464645386,0.011180691421031952,0.010715246200561523","-0.051310427486896515,0.027349160984158516,-0.033563513308763504","-42.011173248291016,-50.78125762939453",Setting
"0.01899278163909912,0.01204509288072586,0.009959995746612549","-0.06891579180955887,0.02441595494747162,0.002530842088162899","-42.011173248291016,-51.994407653808594",Setting
"0.00899118185043335,0.0070441365242004395,0.01080775260925293","-0.09544460475444794,0.04781075939536095,-0.008717285469174385","-42.011173248291016,-52.242069244384766",Setting
"0.03729511797428131,-0.0018316730856895447,0.02821671962738037","-0.3121947646141052,0.10030698776245117,-0.012326400727033615","-42.011173248291016,-52.796268463134766",Setting
"0.03962722420692444,-0.0026051774621009827,0.016627907752990723","-0.526656448841095,0.13355869054794312,-0.02752239815890789","-42.011173248291016,-53.820228576660156",Setting
"0.027137085795402527,0.012517169117927551,0.005647897720336914","-0.5407312512397766,0.16135942935943604,-0.012965559959411621","-42.011173248291016,-52.060157775878906",Setting
"0.019841268658638,0.008681565523147583,-0.012087404727935791","-0.2971494793891907,0.10450199991464615,-0.018543284386396408","-42.011173248291016,-52.50844192504883",Setting
"0.018062517046928406,0.012672722339630127,-0.005882680416107178","-0.2019377499818802,0.06274523586034775,-0.030720321461558342","-42.011173248291016,-53.2071647644043",Setting
"0.01427188515663147,0.006909295916557312,0.0057566165924072266","-0.053232427686452866,-0.01805880106985569,0.024438004940748215","-42.011173248291016,-54.193626403808594",Setting
"-0.015134334564208984,0.0035750269889831543,0.0016964077949523926","0.060860056430101395,-0.029865659773349762,0.037982840090990067","-42.011173248291016,-54.722164154052734",Setting
"-0.0028714537620544434,0.008784376084804535,0.01920318603515625","0.0667717382311821,-0.03652516007423401,-0.0024940103758126497","-42.011173248291016,-55.54441833496094",Setting
"0.010002851486206055,0.017454206943511963,0.009048640727996826","0.03881707042455673,-0.004444722086191177,0.011825274676084518","-42.011173248291016,-55.60200881958008",Setting
"0.018992245197296143,0.01120150089263916,0.0034210681915283203","0.07491807639598846,-0.03955211117863655,0.02543615736067295","-42.011173248291016,-55.93769073486328",Setting
"0.016196846961975098,0.004106335341930389,0.008769333362579346","0.10390712320804596,-0.055642396211624146,0.014226378872990608","-43.125728607177734,-52.54691696166992",Setting
"0.01946994662284851,0.006889164447784424,0.012838304042816162","0.05287110432982445,-0.039691660553216934,-0.001610906096175313","-43.68301010131836,-53.062679290771484",Setting
"0.011291086673736572,0.00898703932762146,0.009398102760314941","-0.032167624682188034,0.001794531475752592,-0.028823086991906166","-44.79756546020508,-53.79814147949219",Setting
"0.01306682825088501,0.013243257999420166,0.006175339221954346","-0.011789916083216667,-0.0036010327748954296,-0.034892961382865906","-45.3548469543457,-53.87968826293945",Setting
"0.019955024123191833,0.023493312299251556,0.0031996965408325195","0.051471877843141556,-0.02937350794672966,-0.053003523498773575","-46.46940231323242,-54.76033401489258",Setting
"0.01127883791923523,0.024081453680992126,0.0019867420196533203","0.11189140379428864,-0.04359535872936249,-0.09688561409711838","-47.02668380737305,-54.15045928955078",Setting
"-0.006699711084365845,0.019168362021446228,-0.011448979377746582","0.2811952233314514,-0.11227455735206604,-0.13769055902957916","-47.583961486816406,-50.65394592285156",Setting
"0.021381676197052002,0.019716888666152954,0.013251006603240967","0.42946937680244446,-0.13372206687927246,-0.12463574856519699","-48.69852066040039,-51.846343994140625",Setting
"0.016155943274497986,0.004602424800395966,0.001997709274291992","0.342944860458374,-0.08245780318975449,-0.1220141351222992","-49.25579833984375,-51.92461395263672",Setting
"0.005509138107299805,-0.005152098834514618,-0.000819087028503418","0.3902668356895447,-0.08374517410993576,-0.14480972290039062","-47.016414642333984,-48.036502838134766",Setting
"0.022408097982406616,0.002152085304260254,0.0260087251663208","0.2932683825492859,-0.0016708127222955227,-0.15538567304611206","-47.016414642333984,-48.800575256347656",Setting
"0.01226380467414856,0.004432983696460724,0.014533579349517822","0.08512796461582184,0.09871172159910202,-0.1613394320011139","-47.016414642333984,-50.41059494018555",Setting
"0.011369407176971436,-0.004767671227455139,0.012887239456176758","0.0367622971534729,0.17938631772994995,-0.21179035305976868","-44.99032974243164,-44.99032974243164",Setting
"0.00042523443698883057,0.004339389503002167,1.6808509826660156e-05","-0.08465281873941422,0.19916987419128418,-0.3109995126724243","-44.99032974243164,-45.378082275390625",Setting
"0.0004366189241409302,0.019687630236148834,-0.004294991493225098","-0.027074206620454788,0.24172824621200562,-0.30188724398612976","-44.99032974243164,-46.98624038696289",Setting
"-0.0007443279027938843,0.017709724605083466,-0.005805075168609619","-0.04676668718457222,0.30374690890312195,-0.2662796974182129","-44.99032974243164,-47.404579162597656",Setting
"0.030984491109848022,0.01728425920009613,0.02383977174758911","-0.1454799473285675,0.27951425313949585,-0.08590060472488403","-44.99032974243164,-48.62459945678711",Setting
"0.023904994130134583,0.00753418356180191,0.004061400890350342","-0.14329056441783905,0.16871662437915802,-0.09470927715301514","-44.99032974243164,-49.098388671875",Setting
"0.014291420578956604,0.008322171866893768,-0.004091858863830566","-0.054129261523485184,0.15769433975219727,-0.13070455193519592","-44.99032974243164,-50.41519546508789",Setting
"0.020881444215774536,0.013783082365989685,0.016024649143218994","0.07340126484632492,0.09920547157526016,-0.08777546882629395","-44.99032974243164,-50.86677551269531",Setting
"0.010231658816337585,0.0071782395243644714,-0.0034296512603759766","0.05975949019193649,0.07674916088581085,-0.10599042475223541","-44.99032974243164,-51.22513961791992",Setting
"0.011063143610954285,-0.00023730844259262085,-0.0003300309181213379","0.10616134107112885,0.09030731767416,-0.13852253556251526","-44.99032974243164,-51.567195892333984",Setting
"0.009415417909622192,0.0006087496876716614,0.00255739688873291","0.2771703600883484,0.05483933538198471,-0.14747288823127747","-44.99032974243164,-49.30957794189453",Setting
"0.012098371982574463,0.004507936537265778,0.01624816656112671","0.3045298159122467,0.03900684416294098,-0.11916562169790268","-44.99032974243164,-49.58422088623047",Setting
"0.015927225351333618,0.008083134889602661,0.010787904262542725","0.3076696991920471,0.034770820289850235,-0.11481401324272156","-44.99032974243164,-49.76148223876953",Setting
"0.006929844617843628,0.0177345871925354,-0.013785362243652344","0.4233022928237915,-0.0965437963604927,-0.13995105028152466","-44.29777526855469,-50.50298309326172",Setting
"-0.016310468316078186,0.012529976665973663,-0.05675703287124634","0.9742189645767212,-0.1680890917778015,-0.20067964494228363","-40.95525360107422,-50.936134338378906",Setting
"-0.031400442123413086,0.022050946950912476,-0.07365924119949341","1.428661823272705,-0.21376390755176544,-0.2363138049840927","-40.22468948364258,-49.909297943115234",Setting
"0.024451449513435364,0.0455552339553833,0.041751742362976074","1.490843415260315,-0.26247575879096985,-0.1794680953025818","-40.22468948364258,-50.346107482910156",Setting
"0.032355085015296936,0.024977996945381165,0.04320710897445679","0.6990257501602173,-0.035270851105451584,-0.14694558084011078","-40.22468948364258,-47.71108627319336",Setting
"0.012136638164520264,0.006640508770942688,-0.01184302568435669","0.6310027241706848,-0.08857135474681854,-0.17323842644691467","-40.22468948364258,-48.465599060058594",Setting
"0.04868753254413605,0.029086902737617493,0.004977703094482422","0.7771495580673218,-0.3076419234275818,-0.0947050154209137","-40.22468948364258,-46.468177795410156",Setting
"0.04771220684051514,0.02555137872695923,0.028881430625915527","0.4785248041152954,-0.36072349548339844,0.020900676026940346","-40.22468948364258,-46.450843811035156",Setting
"0.02087630331516266,0.013360321521759033,0.014448404312133789","0.40329688787460327,-0.3028807044029236,0.05570712685585022","-40.22468948364258,-47.01155471801758",Setting
"0.02264857292175293,0.014453500509262085,0.030145347118377686","0.23416085541248322,-0.1927393078804016,0.08660511672496796","-40.22468948364258,-47.70298385620117",Setting
"0.04019390046596527,0.011247754096984863,0.025433123111724854","0.029473550617694855,-0.17032402753829956,0.20949901640415192","-40.22468948364258,-48.05145263671875",Setting
"0.05112157762050629,0.0027635395526885986,0.02032715082168579","-0.0024063526652753353,-0.2092711627483368,0.27128222584724426","-40.22468948364258,-48.415313720703125",Setting
"0.07097101211547852,-0.00016447901725769043,0.0471460223197937","-0.17111706733703613,-0.3145672380924225,0.4127088785171509","-40.22468948364258,-49.63255310058594",Setting
"0.02489069104194641,-0.0007738471031188965,0.04816114902496338","-0.6864725351333618,0.08163391053676605,0.4663481116294861","-40.22468948364258,-50.40507125854492",Setting
"-0.0018065571784973145,0.0005064159631729126,0.03837031126022339","-0.9148963689804077,0.21186621487140656,0.46095043420791626","-40.22468948364258,-47.42189025878906",Setting
"-0.03611941635608673,-0.006911963224411011,-0.012466907501220703","-1.145495891571045,0.2148878425359726,0.377326101064682","-40.22468948364258,-47.78400421142578",Setting
"-0.04670800268650055,0.00045646727085113525,-0.058574378490448","-0.6462084650993347,0.1437755823135376,0.041157424449920654","-40.22468948364258,-48.54454803466797",Setting
"-0.022979408502578735,0.014226675033569336,-0.025165319442749023","-0.3887561857700348,0.05659487098455429,-0.03988043963909149","-40.22468948364258,-48.995330810546875",Setting
"0.0316493958234787,0.015959352254867554,0.03159552812576294","-0.5618922710418701,0.144251748919487,-0.029190510511398315","-40.22468948364258,-50.3685302734375",Setting
"0.02508452534675598,-0.0077314600348472595,0.018485069274902344","-0.961348295211792,0.19812749326229095,-0.029128726571798325","-40.22468948364258,-49.2773551940918",Setting
"0.010553255677223206,-0.004330895841121674,0.008251547813415527","-0.9710755348205566,0.20565038919448853,-0.020777052268385887","-40.22468948364258,-49.322105407714844",Setting
"-0.007177174091339111,0.01238279789686203,-0.05000042915344238","-0.5271377563476562,0.16949798166751862,-0.06839117407798767","-40.22468948364258,-50.59932327270508",Setting
"0.014512419700622559,0.021246500313282013,-0.025361061096191406","0.14370211958885193,0.06616254150867462,-0.07580435276031494","-40.22468948364258,-51.335994720458984",Setting
"0.013183504343032837,0.012069620192050934,-0.01935356855392456","0.2751682698726654,0.0318322628736496,-0.08321645855903625","-40.22468948364258,-50.06438446044922",Setting
"0.01091080904006958,0.00983668863773346,0.011316955089569092","0.23379632830619812,0.11804091930389404,-0.09940208494663239","-40.22468948364258,-50.401161193847656",Setting
"0.013501256704330444,0.005421556532382965,0.029747724533081055","0.033139124512672424,0.14114224910736084,-0.03416529297828674","-40.22468948364258,-48.91813278198242",Setting
"0.010331511497497559,0.0012672170996665955,0.016196370124816895","-0.026503432542085648,0.15393926203250885,-0.04583420604467392","-40.22468948364258,-49.02178955078125",Setting
"-0.01030971109867096,0.001544460654258728,-0.0026799440383911133","0.03605874627828598,0.21427318453788757,-0.08593394607305527","-40.22468948364258,-49.352813720703125",Setting
"-0.022743970155715942,-0.00041425973176956177,0.019691884517669678","0.01386316493153572,0.38035643100738525,-0.09491200000047684","-40.22468948364258,-50.959312438964844",Setting
"-0.04186983406543732,-0.00531238317489624,0.010875940322875977","-0.04639112204313278,0.5154330134391785,-0.13309746980667114","-40.22468948364258,-51.12592697143555",Setting
"-0.06183303892612457,-0.03378474712371826,0.018214106559753418","-0.042976681143045425,1.0522347688674927,-0.27361011505126953","-40.78196716308594,-51.58683776855469",Setting
"-0.027389056980609894,-0.006672769784927368,-0.013890385627746582","0.023832708597183228,0.9043940901756287,-0.3966161906719208","-41.3392448425293,-52.15506362915039",Setting
"-0.010277539491653442,-0.0054800063371658325,-0.021290183067321777","0.2418108433485031,0.7277865409851074,-0.48509812355041504","-42.45380401611328,-51.70475387573242",Setting
"0.04534071683883667,0.02300264686346054,0.021528899669647217","0.3863166272640228,0.40575870871543884,-0.5212904810905457","-43.01108169555664,-52.06051254272461",Setting
"0.07955644279718399,0.04760456085205078,0.01689934730529785","0.2950652539730072,0.18128299713134766,-0.3490137755870819","-44.125640869140625,-52.86570358276367",Setting
"0.08081802725791931,0.04784092307090759,0.006593465805053711","0.2818368077278137,0.17026017606258392,-0.24546688795089722","-44.682918548583984,-53.558990478515625",Setting
"0.07468076795339584,0.04299454391002655,0.007706940174102783","0.2868131995201111,0.077660471200943,-0.07374519109725952","-45.240196228027344,-54.26413345336914",Setting
"0.06595288217067719,0.02088785171508789,0.021993815898895264","0.24631930887699127,-0.08217712491750717,0.0624999925494194","-46.35475540161133,-54.87644958496094",Setting
"0.053079716861248016,0.014283597469329834,0.025615692138671875","0.18571321666240692,-0.15947377681732178,0.11450407654047012","-46.91203308105469,-54.814979553222656",Setting
"0.005527336150407791,0.004940107464790344,0.006169557571411133","0.1442781686782837,-0.17761576175689697,0.09798076003789902","-48.02659225463867,-51.715213775634766",Setting
"-0.008241478353738785,0.0035463273525238037,0.010418534278869629","0.13920705020427704,-0.17027932405471802,0.07861769199371338","-48.136924743652344,-52.37586212158203",Setting
"-0.013162359595298767,0.007408320903778076,0.010422885417938232","0.1406177282333374,-0.17895802855491638,0.054118745028972626","-44.0846061706543,-48.927764892578125",Setting
"0.009670030325651169,0.004248291254043579,0.017908930778503418","0.05135682225227356,-0.09168890118598938,0.02545354515314102","-44.0846061706543,-49.55471420288086",Setting
"0.023376524448394775,0.004682272672653198,0.012360751628875732","-0.03842659294605255,-0.05317587032914162,0.031322088092565536","-43.45214080810547,-49.792118072509766",Setting
"0.02262837439775467,0.005264639854431152,0.01014244556427002","-0.03855602443218231,-0.08400461822748184,0.039017558097839355","-42.00033950805664,-45.742183685302734",Setting
"0.008860662579536438,0.0043458491563797,-0.012533485889434814","0.06345076858997345,-0.19624407589435577,-0.003556801937520504","-42.00033950805664,-46.226200103759766",Setting
"-0.0023369789123535156,0.010072112083435059,-0.01237422227859497","0.21879321336746216,-0.1466411054134369,-0.03364413231611252","-42.00033950805664,-47.257080078125",Setting
"-0.002707436680793762,0.013559475541114807,-0.0002453923225402832","0.1919855773448944,-0.04962747544050217,-0.021900655701756477","-42.00033950805664,-47.65444564819336",Setting
"0.003394410014152527,0.00722852349281311,0.0038965940475463867","0.1552528589963913,0.00019387761130928993,-0.06554879993200302","-42.00033950805664,-48.701717376708984",Setting
"0.012512758374214172,0.013988807797431946,-0.00768202543258667","0.3008241653442383,-0.10242463648319244,-0.09150823205709457","-42.00033950805664,-49.00538635253906",Setting
"0.019254371523857117,0.018685415387153625,0.009015500545501709","0.30278104543685913,-0.11832264810800552,-0.07961136102676392","-42.00033950805664,-46.84364318847656",Setting
"0.02348843216896057,0.02556358277797699,0.00856781005859375","0.24740861356258392,-0.10766147822141647,-0.09120143949985504","-42.00033950805664,-48.282371520996094",Setting
"0.024800173938274384,0.01563665270805359,0.00372391939163208","0.21728454530239105,-0.12029658257961273,-0.07660092413425446","-42.00033950805664,-48.77267837524414",Setting
"0.009793542325496674,0.016223222017288208,-0.005528688430786133","0.2631886303424835,-0.1427246630191803,-0.07575723528862","-42.00033950805664,-49.94591522216797",Setting
"0.00995771586894989,0.016091182827949524,0.018607616424560547","0.20868200063705444,-0.07765298336744308,-0.07061626762151718","-42.00033950805664,-50.59585189819336",Setting
"0.029654547572135925,0.014784753322601318,0.02240121364593506","0.06111384183168411,-0.05284670367836952,-0.05803442373871803","-42.00033950805664,-48.478206634521484",Setting
"0.03271552920341492,0.0254182368516922,0.008468866348266602","0.06831210106611252,-0.1187673956155777,-0.041433341801166534","-42.00033950805664,-49.02960205078125",Setting
"0.0429796501994133,0.03218504786491394,-0.002839326858520508","0.15004292130470276,-0.28539711236953735,0.062487464398145676","-42.00033950805664,-50.078487396240234",Setting
"0.03892868012189865,0.016079217195510864,0.006595432758331299","0.193248450756073,-0.43702152371406555,0.17213939130306244","-42.00033950805664,-50.68564224243164",Setting
"0.021520882844924927,0.012225165963172913,0.0031930208206176758","0.21112997829914093,-0.4571608901023865,0.19071653485298157","-42.00033950805664,-50.94723892211914",Setting
"-0.002732992172241211,-0.0015750974416732788,0.002444326877593994","0.16632495820522308,-0.29202571511268616,0.19423191249370575","-42.00033950805664,-45.73194122314453",Setting
"-0.013871490955352783,-0.02048054337501526,0.015055418014526367","0.11480024456977844,-0.11124768853187561,0.14516903460025787","-42.00033950805664,-46.30040740966797",Setting
"-0.011886313557624817,-0.019741609692573547,0.02016448974609375","0.07838471233844757,-0.08393803983926773,0.07817135006189346","-42.00033950805664,-47.953704833984375",Setting
"0.019299283623695374,-0.012930214405059814,0.029138028621673584","-0.03950410708785057,-0.08618787676095963,0.030468810349702835","-42.00033950805664,-48.503631591796875",Setting
"0.0197523832321167,-0.006276294589042664,0.012482285499572754","-0.11184515058994293,-0.12028912454843521,0.008251653984189034","-42.00033950805664,-49.50444412231445",Setting
"0.009801685810089111,0.001249164342880249,-0.008244752883911133","-0.08773555606603622,-0.10995392501354218,-0.034209784120321274","-42.00033950805664,-50.10537338256836",Setting
"0.015816107392311096,0.015882521867752075,-0.006518125534057617","0.005961642134934664,-0.07907883822917938,-0.011650681495666504","-42.00033950805664,-50.569786071777344",Setting
"0.030031204223632812,-0.0027233362197875977,0.01758664846420288","-0.023599445819854736,-0.09681069850921631,0.03826228529214859","-42.00033950805664,-49.622032165527344",Setting
"0.03257739543914795,-0.002971082925796509,0.016039490699768066","-0.0375799760222435,-0.18621353805065155,0.040817853063344955","-42.00033950805664,-49.82399368286133",Setting
"0.04853275418281555,0.016194462776184082,0.005355894565582275","-0.019318414852023125,-0.4147995710372925,0.09826862812042236","-42.00033950805664,-50.88203048706055",Setting
"0.09498155117034912,0.027363210916519165,-0.03459066152572632","0.13058601319789886,-0.8424047231674194,0.2029031664133072","-42.00033950805664,-50.99152755737305",Setting
"0.10346373915672302,0.04850931465625763,-0.0676344633102417","0.2248496562242508,-1.149423599243164,0.17012923955917358","-42.00033950805664,-52.213260650634766",Setting
"0.06271520256996155,0.07243742048740387,-0.12901538610458374","0.44530320167541504,-1.0758914947509766,0.06924230605363846","-42.5576171875,-47.77687072753906",Setting
"0.06580084562301636,0.0326998233795166,0.06403225660324097","0.49514877796173096,-0.8161129355430603,0.4069545567035675","-43.672176361083984,-48.574981689453125",Setting
"-0.05260545015335083,-0.06037059426307678,0.07498717308044434","-0.040129005908966064,-0.3944871425628662,0.4355366826057434","-43.3296012878418,-44.66831588745117",Setting
"-0.0554007887840271,-0.06724369525909424,0.09703993797302246","-0.23548758029937744,-0.16997787356376648,0.36264169216156006","-43.3296012878418,-45.50977325439453",Setting
"-0.07458889484405518,-0.04557590186595917,0.08911257982254028","-0.5905008316040039,-0.042396485805511475,0.24529002606868744","-43.3296012878418,-45.94773483276367",Setting
"-0.08068764209747314,-0.011206656694412231,0.05193936824798584","-0.823395311832428,0.14651325345039368,0.25651365518569946","-43.3296012878418,-46.158103942871094",Setting
"-0.042225003242492676,-0.003585129976272583,0.027993857860565186","-0.8352860808372498,0.28563839197158813,0.19764821231365204","-43.3296012878418,-47.689170837402344",Setting
"0.02390792965888977,0.016868799924850464,-0.0060152411460876465","-0.7675192952156067,0.3481560945510864,0.1672295778989792","-43.3296012878418,-48.19626235961914",Setting
"0.033632874488830566,0.027491018176078796,-0.02604621648788452","-0.6068302392959595,0.27894264459609985,0.20645475387573242","-43.3296012878418,-46.43244934082031",Setting
"0.02759447693824768,0.019961565732955933,-0.025188922882080078","-0.44957244396209717,0.2572815716266632,0.18865205347537994","-43.3296012878418,-47.284183502197266",Setting
"0.00843733549118042,-0.0016593486070632935,-0.011431872844696045","-0.1563541442155838,0.28900566697120667,0.22701328992843628","-43.3296012878418,-48.00041580200195",Setting
"0.01738724112510681,-0.007506124675273895,0.005080223083496094","-0.12928204238414764,0.24086584150791168,0.19889989495277405","-43.3296012878418,-48.678462982177734",Setting
"0.01200208067893982,0.002224937081336975,0.001415550708770752","-0.14151954650878906,0.20121297240257263,0.1562456488609314","-43.3296012878418,-49.56462097167969",Setting
